"All Inlinks"
"Type","Source","Destination","Size (Bytes)","Alt Text","Anchor","Status Code","Status","Follow"
"AHREF","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Uczucie ciężkości","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Do góry","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Uczucie ciężkości","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Czym jest uczucie ciężkości, pełności","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Przyczyny uczucia pełności","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Jak unikać uczucia ciężkości po posiłku","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Leczenie uczucia pełności i ciężkości","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Lek Iberogast® na bóle i skurcze brzucha (stosowanie, działanie, skład)Iberogast – reklama","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Kiedy udać się do lekarza?","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Uczucie ciężkości","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/historia/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Uczucie ciężkości","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Uczucie ciężkości","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/faq/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Uczucie ciężkości","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/warunki-ogolne/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Uczucie ciężkości","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/polityka-prywatnosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Uczucie ciężkości","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/mapa-strony/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Uczucie ciężkości","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/dla-profesjonalistow/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Uczucie ciężkości","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/imprint/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Uczucie ciężkości","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/ulotka/","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","60350","","Uczucie ciężkości","200","OK","true"
"AHREF","http://www.iberogast.pl/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Wzdęcia i gazy","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/iberogast/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Wzdęcia i gazy","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Wzdęcia i gazy","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/lecznicza-moc-natury/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Wzdęcia i gazy","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Wzdęcia i gazy","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Wzdęcia i gazy","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Do góry","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Wzdęcia i gazy","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Czym są wzdęcia?","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Mam wzdęcia co robić?","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Jakie są skutki długotrwałych wzdęć?","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Jak dieta i sposób jedzenia mogą pomóc ograniczyć wzdęcia?","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Lek na wzdęcia i gazy – Iberogast®Iberogast – reklama","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/historia/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Wzdęcia i gazy","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Wzdęcia i gazy","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/faq/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Wzdęcia i gazy","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/warunki-ogolne/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Wzdęcia i gazy","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/polityka-prywatnosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Wzdęcia i gazy","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/mapa-strony/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Wzdęcia i gazy","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/dla-profesjonalistow/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Wzdęcia i gazy","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/imprint/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Wzdęcia i gazy","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/ulotka/","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","69575","","Wzdęcia i gazy","200","OK","true"
"AHREF","http://www.iberogast.pl/","http://www.iberogast.pl/pl/historia/","109950","","HISTORIA","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/iberogast/","http://www.iberogast.pl/pl/historia/","109950","","HISTORIA","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/iberogast/","http://www.iberogast.pl/pl/historia/","109950","Historyczne opakowania leku Iberogast","Historia Iberogast®","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/iberogast/","http://www.iberogast.pl/pl/historia/","109950","","DOWIEDZ SIĘ WIĘCEJ","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/","http://www.iberogast.pl/pl/historia/","109950","","HISTORIA","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/lecznicza-moc-natury/","http://www.iberogast.pl/pl/historia/","109950","","HISTORIA","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","http://www.iberogast.pl/pl/historia/","109950","","HISTORIA","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/historia/","109950","","HISTORIA","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/historia/","109950","","badaniach klinicznych","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/historia/","109950","","HISTORIA","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/historia/","http://www.iberogast.pl/pl/historia/","109950","","Do góry","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/historia/","http://www.iberogast.pl/pl/historia/","109950","","HISTORIA","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/historia/","http://www.iberogast.pl/pl/historia/","109950","","1960","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/historia/","http://www.iberogast.pl/pl/historia/","109950","","Lata 70.","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/historia/","http://www.iberogast.pl/pl/historia/","109950","","Lata 80.","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/historia/","http://www.iberogast.pl/pl/historia/","109950","","Lata 90.","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/historia/","http://www.iberogast.pl/pl/historia/","109950","","Po roku 2000","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/historia/","http://www.iberogast.pl/pl/historia/","109950","","Po roku 2010","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/historia/","http://www.iberogast.pl/pl/historia/","109950","","2013","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/historia/","109950","","HISTORIA","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/historia/","109950","","badaniach klinicznych","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/faq/","http://www.iberogast.pl/pl/historia/","109950","","HISTORIA","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/warunki-ogolne/","http://www.iberogast.pl/pl/historia/","109950","","HISTORIA","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/polityka-prywatnosci/","http://www.iberogast.pl/pl/historia/","109950","","HISTORIA","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/mapa-strony/","http://www.iberogast.pl/pl/historia/","109950","","HISTORIA","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/mapa-strony/","http://www.iberogast.pl/pl/historia/","109950","","Historia","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/dla-profesjonalistow/","http://www.iberogast.pl/pl/historia/","109950","","HISTORIA","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/imprint/","http://www.iberogast.pl/pl/historia/","109950","","HISTORIA","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/ulotka/","http://www.iberogast.pl/pl/historia/","109950","","HISTORIA","200","OK","true"
"JS","http://www.iberogast.pl/","http://www.iberogast.pl/static/js/require.js","6175","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/iberogast/","http://www.iberogast.pl/static/js/require.js","6175","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/twoje-dolegliwosci/","http://www.iberogast.pl/static/js/require.js","6175","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/lecznicza-moc-natury/","http://www.iberogast.pl/static/js/require.js","6175","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","http://www.iberogast.pl/static/js/require.js","6175","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/static/js/require.js","6175","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/static/js/require.js","6175","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/historia/","http://www.iberogast.pl/static/js/require.js","6175","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/static/js/require.js","6175","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/faq/","http://www.iberogast.pl/static/js/require.js","6175","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/warunki-ogolne/","http://www.iberogast.pl/static/js/require.js","6175","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/polityka-prywatnosci/","http://www.iberogast.pl/static/js/require.js","6175","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/mapa-strony/","http://www.iberogast.pl/static/js/require.js","6175","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/dla-profesjonalistow/","http://www.iberogast.pl/static/js/require.js","6175","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/imprint/","http://www.iberogast.pl/static/js/require.js","6175","","","200","OK","true"
"JS","http://www.iberogast.pl/pl/ulotka/","http://www.iberogast.pl/static/js/require.js","6175","","","200","OK","true"
"AHREF","http://www.iberogast.pl/","http://www.iberogast.pl/pl/twoje-dolegliwosci","254","","TWOJE DOLEGLIWOŚCI","301","Moved Permanently","true"
"AHREF","http://www.iberogast.pl/pl/iberogast/","http://www.iberogast.pl/pl/twoje-dolegliwosci","254","","TWOJE DOLEGLIWOŚCI","301","Moved Permanently","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci","254","","TWOJE DOLEGLIWOŚCI","301","Moved Permanently","true"
"AHREF","http://www.iberogast.pl/pl/lecznicza-moc-natury/","http://www.iberogast.pl/pl/twoje-dolegliwosci","254","","TWOJE DOLEGLIWOŚCI","301","Moved Permanently","true"
"AHREF","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","http://www.iberogast.pl/pl/twoje-dolegliwosci","254","","TWOJE DOLEGLIWOŚCI","301","Moved Permanently","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci","254","","TWOJE DOLEGLIWOŚCI","301","Moved Permanently","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/twoje-dolegliwosci","254","","TWOJE DOLEGLIWOŚCI","301","Moved Permanently","true"
"AHREF","http://www.iberogast.pl/pl/historia/","http://www.iberogast.pl/pl/twoje-dolegliwosci","254","","TWOJE DOLEGLIWOŚCI","301","Moved Permanently","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/twoje-dolegliwosci","254","","TWOJE DOLEGLIWOŚCI","301","Moved Permanently","true"
"AHREF","http://www.iberogast.pl/pl/faq/","http://www.iberogast.pl/pl/twoje-dolegliwosci","254","","TWOJE DOLEGLIWOŚCI","301","Moved Permanently","true"
"AHREF","http://www.iberogast.pl/pl/warunki-ogolne/","http://www.iberogast.pl/pl/twoje-dolegliwosci","254","","TWOJE DOLEGLIWOŚCI","301","Moved Permanently","true"
"AHREF","http://www.iberogast.pl/pl/polityka-prywatnosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci","254","","TWOJE DOLEGLIWOŚCI","301","Moved Permanently","true"
"AHREF","http://www.iberogast.pl/pl/mapa-strony/","http://www.iberogast.pl/pl/twoje-dolegliwosci","254","","TWOJE DOLEGLIWOŚCI","301","Moved Permanently","true"
"AHREF","http://www.iberogast.pl/pl/dla-profesjonalistow/","http://www.iberogast.pl/pl/twoje-dolegliwosci","254","","TWOJE DOLEGLIWOŚCI","301","Moved Permanently","true"
"AHREF","http://www.iberogast.pl/pl/imprint/","http://www.iberogast.pl/pl/twoje-dolegliwosci","254","","TWOJE DOLEGLIWOŚCI","301","Moved Permanently","true"
"AHREF","http://www.iberogast.pl/pl/ulotka/","http://www.iberogast.pl/pl/twoje-dolegliwosci","254","","TWOJE DOLEGLIWOŚCI","301","Moved Permanently","true"
"CSS","http://www.iberogast.pl/","http://s1.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.css","1233","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/iberogast/","http://s1.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.css","1233","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/twoje-dolegliwosci/","http://s1.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.css","1233","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/lecznicza-moc-natury/","http://s1.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.css","1233","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","http://s1.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.css","1233","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://s1.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.css","1233","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://s1.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.css","1233","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/historia/","http://s1.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.css","1233","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://s1.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.css","1233","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/faq/","http://s1.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.css","1233","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/warunki-ogolne/","http://s1.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.css","1233","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/polityka-prywatnosci/","http://s1.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.css","1233","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/mapa-strony/","http://s1.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.css","1233","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/dla-profesjonalistow/","http://s1.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.css","1233","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/imprint/","http://s1.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.css","1233","","","200","OK","true"
"CSS","http://www.iberogast.pl/pl/ulotka/","http://s1.bayer.com/cookieconsent/3.0.4/build/cookieconsent.min.css","1233","","","200","OK","true"
"IMG","http://www.iberogast.pl/","http://www.iberogast.pl/static/media/images/iberogast/IMAGE-Home_6.jpg","53762","Przyjemność jedzenia bez dolegliwości trawiennych","","200","OK","true"
"AHREF","http://www.iberogast.pl/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Bóle I Skurcze","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/iberogast/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Bóle I Skurcze","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Bóle I Skurcze","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/lecznicza-moc-natury/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Bóle I Skurcze","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Bóle I Skurcze","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Bóle I Skurcze","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Bóle I Skurcze","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/historia/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Bóle I Skurcze","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Do góry","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Bóle I Skurcze","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Czym są bóle brzucha i skurcze jelitowe","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Przyczyny bólów brzucha i skurczów brzucha","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Charakterystyka i  czas trwania bólów brzucha","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Objawy towarzyszące bólom brzucha i skurczom jelitowym","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Ból brzucha i skurcze jelitowe u dzieci","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Ból brzucha i skurcze u osób starszych","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Ból brzucha u kobiet w ciąży","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Leczenie bólu brzucha","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Lek Iberogast® na bóle i skurcze brzucha (stosowanie, działanie, skład)Iberogast – reklama","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Jak unikać bólu brzucha i skurczów?","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/faq/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Bóle I Skurcze","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/warunki-ogolne/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Bóle I Skurcze","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/polityka-prywatnosci/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Bóle I Skurcze","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/mapa-strony/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Bóle I Skurcze","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/dla-profesjonalistow/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Bóle I Skurcze","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/imprint/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Bóle I Skurcze","200","OK","true"
"AHREF","http://www.iberogast.pl/pl/ulotka/","http://www.iberogast.pl/pl/twoje-dolegliwosci/bole-skurcze-brzucha/","85658","","Bóle I Skurcze","200","OK","true"
"IMG","http://www.iberogast.pl/","http://www.iberogast.pl/static/media/images/iberogast/Ibero_logo.png","16079","Iberogast logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/iberogast/","http://www.iberogast.pl/static/media/images/iberogast/Ibero_logo.png","16079","Iberogast logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/twoje-dolegliwosci/","http://www.iberogast.pl/static/media/images/iberogast/Ibero_logo.png","16079","Iberogast logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/lecznicza-moc-natury/","http://www.iberogast.pl/static/media/images/iberogast/Ibero_logo.png","16079","Iberogast logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/zespol-jelita-drazliwego-i-dyspepsja-czynnosciowa/","http://www.iberogast.pl/static/media/images/iberogast/Ibero_logo.png","16079","Iberogast logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/twoje-dolegliwosci/uczucie-ciezkosci/","http://www.iberogast.pl/static/media/images/iberogast/Ibero_logo.png","16079","Iberogast logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/twoje-dolegliwosci/wzdecia-i-gazy/","http://www.iberogast.pl/static/media/images/iberogast/Ibero_logo.png","16079","Iberogast logo","","200","OK","true"
"IMG","http://www.iberogast.pl/pl/historia/","http://www.iberogast.pl/static/media/images/iberogast/Ibero_logo.png","16079","Iberogast logo","","200","OK","true"
